hour,fuel,RD_up,RD_down,RD_net
7735,Oil(heavy),68.0,-0.0,68.0
7735,WindOnshore,0.0,-4620.571263930474,-4620.571263930474
7735,WindOffshore,0.0,-221.67491419190233,-221.67491419190233
7735,SolarPV,0.0,0.0,0.0
7735,RoR,0.0,-6.618019256239999,-6.618019256239999
7735,Geothermal,0.0,-0.0,0.0
7735,Hydro,16.412662895030294,0.0,16.412662895030294
7736,NaturalGas,9793.106972504309,0.0,9793.106972504309
7736,Biomass,0.0,-1093.0068306258079,-1093.0068306258079
7736,HardCoal,2344.1510414334443,-5376.850656402407,-3032.699614968963
7736,Lignite,0.0,-6276.549418658072,-6276.549418658072
7736,Oil(light),1591.6191269695423,0.0,1591.6191269695423
7736,Waste,0.0,-90.93,-90.93
7736,OtherFuels,77.91000000000001,0.0,77.91000000000001
7736,Nuclear,0.0,-2815.2679509894133,-2815.2679509894133
7736,Oil(heavy),68.0,-0.0,68.0
7736,WindOnshore,0.0,-5571.347307510368,-5571.347307510368
7736,WindOffshore,0.0,-82.19672385997367,-82.19672385997367
7736,SolarPV,0.0,-1.0502057501414783,-1.0502057501414783
7736,RoR,0.0,-10.50055174846,-10.50055174846
7736,Geothermal,0.0,-0.0,0.0
7736,Hydro,341.94572298996854,0.0,341.94572298996854
7737,NaturalGas,9975.073865820872,0.0,9975.073865820872
7737,Biomass,0.0,-899.6158046821071,-899.6158046821071
7737,HardCoal,2392.8136830474477,-5240.826811565063,-2848.013128517615
7737,Lignite,0.0,-6691.776446731073,-6691.776446731073
